,id,name,address,symbol,url,description,chain,logo,audits,audit_note,gecko_id,cmcId,category,chains,module,twitter,audit_links,oracles,slug,tvl,chainTvls,change_1h,change_1d,change_7d,staking,fdv,mcap,pool2,forkedFrom,listedAt,audit,audits_link
10,294,Anchor,-,ANC,https://anchorprotocol.com/,Money market on Terra,Terra,https://icons.llama.fi/anchor.jpg,2,,anchor-protocol,8857,Lending,['Terra'],anchor/index.js,anchor_protocol,['https://docs.anchorprotocol.com/security#audits'],,anchor,8726174536.997047,"{'Terra-borrowed': 2014521435.2843137, 'Terra': 8726174536.997047, 'borrowed': 2014521435.2843137}",0.030295493254996586,13.725317696213864,43.078629129551814,,3754240976.0,699770280.0,,,,,
11,347,Abracadabra,0x090185f2135308bad17527004364ebcc2d37e5f6,SPELL,https://abracadabra.money/,Abracadabra.money is a spell book that allows users to produce magic internet money ($MIM) which is a stable coin that you can swap for any other traditional stable coin.,Multi-Chain,https://icons.llama.fi/abracadabra.svg,2,,spell-token,,Lending,"['Ethereum', 'Avalanche', 'Arbitrum', 'Fantom']",abracadabra/api.js,MIM_Spell,['https://www.certora.com/pubs/SushiBentoboxFeb2021.pdf'],,abracadabra,5916916073.458121,"{'Ethereum': 4786353875.595125, 'Avalanche': 649154747.1250341, 'Arbitrum': 307713343.87731487, 'Fantom': 173694106.8606468}",-0.0034900156361601375,11.553927325671154,23.370223875684275,,4660738083.0,1745142185.0,,,,,
12,113,Yearn Finance,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,YFI,https://yearn.finance/,"Yearn.finance is an aggregator service for decentralized finance (DeFi) investors, using automation to allow them to maximize profits from yield farming.",Multi-Chain,https://icons.llama.fi/yearn-finance.png,1,,yearn-finance,5864,Yield,"['Ethereum', 'Fantom']",yearn/index.js,iearnfinance,['https://github.com/yearn/yearn-audits'],,yearn-finance,5588537003.921018,"{'Ethereum': 5444119756.584069, 'Fantom': 144417247.336949}",-0.006427444953814643,0.1825699547990638,5.9716319289500035,,1235893312.0,1203083960.0,,,,,
13,194,PancakeSwap,bsc:0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,CAKE,https://pancakeswap.finance/,The #1 AMM and yield farm on Binance Smart Chain,Binance,https://icons.llama.fi/pancakeswap.jpg,2,,pancakeswap-token,1165,Dexes,['Binance'],pancake-swap.js,PancakeSwap,['https://docs.pancakeswap.finance/#is-it-safe'],['Chainlink'],pancakeswap,5486849299.770226,"{'Binance': 5486849299.770226, 'Binance-staking': 2364616038.800974, 'staking': 2364616038.800974}",-0.6494416088545734,-0.12802692170282626,1.6026796761068596,2364616038.800974,,3038276955.0,,['UniSwap'],,,
14,119,SushiSwap,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,https://sushi.com/,"A fully decentralized protocol for automated liquidity provision on Ethereum.
",Multi-Chain,https://icons.llama.fi/sushiswap.jpg,3,,sushi,6758,Dexes,"['Ethereum', 'Polygon', 'Arbitrum', 'Harmony', 'Binance', 'Moonriver', 'xDai', 'Celo', 'Fantom', 'Avalanche', 'OKExChain', 'Palm', 'Heco']",sushiswap/index.js,SushiSwap,['https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-SushiSwap-v1.0.pdf'],['Chainlink'],sushiswap,5211874586.728765,"{'OKExChain': 208688.97630594557, 'Moonriver': 52455284.05264955, 'Avalanche': 284466.3501104373, 'Harmony': 69021104.06241988, 'Binance': 53122348.60338509, 'Palm': 182.77608919366045, 'Ethereum': 4369142692.362735, 'xDai': 17360034.24369899, 'Heco': 18.765574855875837, 'Ethereum-staking': 405673079.26360196, 'Polygon': 352978327.96516955, 'Celo': 12681004.034447107, 'Arbitrum': 275056233.59134483, 'Fantom': 9564200.944834609, 'staking': 405673079.26360196}",0.4284380920144457,1.9360836358063267,6.6948574462701345,405673079.26360196,1441049602.0,1111275522.0,,['UniSwap'],,,
15,591,Multichain,0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,MULTI,https://anyswap.exchange,"Cross-Chain Router Protocol (CRP), envisioned to be the ultimate router for Web3.",Multi-Chain,https://icons.llama.fi/multichain.jpg,2,,anyswap,5892,Bridge,"['Fantom', 'Avalanche', 'Binance', 'Ethereum', 'Arbitrum', 'Moonriver', 'Harmony', 'Polygon', 'OKExChain', 'Heco', 'Kucoin', 'xDai']",anyswap/index.js,AnyswapNetwork,"['https://github.com/anyswap/Anyswap-Audit/blob/master/TrailOfBits/Anyswap-CrossChain-Bridge-TrailofBits-Audit-Final%20Report.pdf', 'https://github.com/anyswap/Anyswap-Audit/blob/master/SlowMist/AnySwap%20CrossChain-Bridge%20Security%20Audit%20Report.pdf', 'https://github.com/anyswap/Anyswap-Audit/blob/master/SlowMist/Anyswap%20Smart%20Contract%20Security%20Audit.pdf', 'https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Travala-AnyswapV5ERC20-v1.0.pdf']",,multichain,5063493440.8132105,"{'OKExChain': 23463831.51363496, 'Moonriver': 221824790.4937115, 'Avalanche': 933077960.0249412, 'Kucoin': 1207794.5215364567, 'Harmony': 120687175.03938402, 'Binance': 661922132.8115153, 'Ethereum': 525809857.3199133, 'xDai': 792247.5592796585, 'Heco': 3102886.693294656, 'Polygon': 62838562.94259588, 'Arbitrum': 355856206.39129376, 'Fantom': 2152909995.502107}",-0.013047055875262004,3.3309424158731105,7.6648708485131465,,2115316558.0,364940272.0,,,,,
16,116,Balancer,0xba100000625a3754423978a60c9317c58a424e3d,BAL,https://balancer.finance/,"Balancer is a protocol for programmable liquidity.


",Multi-Chain,https://icons.llama.fi/balancer.png,2,,balancer,5728,Dexes,"['Ethereum', 'Polygon', 'Arbitrum']",balancer/index.js,BalancerLabs,['https://docs.balancer.fi/core-concepts/security/audits'],,balancer,3108076507.22419,"{'Ethereum': 2812780893.353229, 'Polygon': 209630638.748134, 'Arbitrum': 85664975.122827}",0.07140232283127546,-1.7397009656364162,1.6884672072082338,,1879924361.0,203029169.0,,,,,
17,270,Liquity,0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,LQTY,https://www.liquity.org/,Liquity is a decentralized borrowing protocol that allows you to draw 0% interest loans against Ether used as collateral.,Ethereum,https://icons.llama.fi/liquity.jpg,2,,liquity,7429,Minting,['Ethereum'],liquity/index.js,LiquityProtocol,"['https://github.com/trailofbits/publications/blob/master/reviews/Liquity.pdf', 'https://www.coinspect.com/liquity-audit/']",['Chainlink'],liquity,2423193184.883675,{'Ethereum': 2423193184.883675},0.18295598533410384,0.6934032634984248,-2.2052615219015053,,594815986.0,82873560.0,,,,,
18,468,Trader Joe,avax:0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,JOE,https://www.traderjoexyz.com,Trader Joe is your one-stop decentralized trading platform on the Avalanche network.,Avalanche,https://icons.llama.fi/trader-joe.png,0,,joe,,Dexes,['Avalanche'],traderjoe/index.js,traderjoe_xyz,,,trader-joe,2294107688.0143967,"{'Avalanche-staking': 218833403.7795011, 'Avalanche': 2294107688.0143967, 'borrowed': 562092971.7866828, 'staking': 218833403.7795011, 'Avalanche-borrowed': 562092971.7866828}",-0.15601534261415395,,,218833403.7795011,1192535648.0,345151815.0,,,,,
19,491,Terraswap,-,-,https://terraswap.io,Terraswap is a Uniswap-inspired automated market-maker (AMM) protocol implemented with smart contracts on the Terra blockchain. This enables a decentralized on-chain exchange for the various assets involved in Terra ecosystem.,Terra,https://icons.llama.fi/terraswap.png,0,,,,Dexes,['Terra'],terraswap/index.js,terraswap_io,,,terraswap,2096729425.4900944,{'Terra': 2096729425.4900944},-1.161280522414998,7.463309854661929,92.1583136930551,,,,,,,,
20,212,Venus,bsc:0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,XVS,https://venus.io/,A Decentralized Marketplace for Lenders and Borrowers with Borderless Stablecoins.,Binance,https://icons.llama.fi/venus.jpg,2,,venus,7288,Lending,['Binance'],venus.js,VenusProtocol,['https://www.certik.org/projects/swipe'],['Chainlink'],venus,2034256648.9262972,"{'Binance': 2034256648.9262972, 'Binance-borrowed': 1140373593.1702287, 'borrowed': 1140373593.1702287}",-0.16870612649228178,0.3817765179231287,0.3027581827651886,,469308987.0,179641322.0,,"['Compound', 'MakerDAO']",,,
21,121,CREAM Finance,0x2ba592F78dB6436527729929AAf6c908497cB200,CREAM,https://cream.finance/,"Money markets, liquid staking and protocol-to-protocol lending",Multi-Chain,https://icons.llama.fi/cream-finance.png,3,,cream-2,6193,Lending,"['Ethereum', 'Binance', 'Avalanche', 'Fantom', 'Polygon']",cream/index.js,CreamdotFinance,['https://docs.cream.finance/audit-report'],"['Chainlink', 'Band']",cream-finance,2033980946.0604854,"{'Avalanche': 63715608.45735701, 'Polygon-borrowed': 838222.4407187481, 'Binance-borrowed': 33817352.67950472, 'Binance': 463611761.51624364, 'Fantom-borrowed': 5894491.60577399, 'Ethereum': 1482951550.669057, 'Polygon': 1096194.9811355928, 'borrowed': 211295902.13034505, 'Fantom': 22605830.43669235, 'Avalanche-borrowed': 170745835.4043476}",-0.22703769925045947,-0.4831708491646225,4.845902330281817,,94267044.0,24707753.0,,['Compound Finance'],,,
22,132,hBTC,0x0316EB71485b0Ab14103307bf65a021042c6d380,hBTC,https://www.hbtc.finance/ ,"HBTC token aims to promote the growth of the decentralized marketplace by injecting Bitcoin (BTC), the largest and most liquid asset, into the decentralized finance (DeFi) eco-system.",Ethereum,https://icons.llama.fi/hbtc.jpg,2,,huobi-btc,478,Assets,['Ethereum'],hbtc.js,HBTC_official,['https://www.htokens.finance/static/pdf/audit-report-en.pdf'],,hbtc,1975378714.24,{'Ethereum': 1975378714.24},0.26925802206700666,1.689764911200072,1.7670748746609632,,1972915162.0,1972915162.0,,,,,
23,467,Benqi,avax:0x8729438eb15e2c8b576fcc6aecda6a148776c0f5,QI,https://benqi.fi,"BENQI is a non-custodial liquidity market protocol, built on Avalanche. The protocol enables users to effortlessly lend, borrow, and earn interest with their digital assets.",Avalanche,https://icons.llama.fi/benqi.jpg,2,,benqi,9288,Lending,['Avalanche'],benqi/index.js,BenqiFinance,['https://docs.benqi.fi/risks#audits'],['Chainlink'],benqi,1734763288.3552132,"{'pool2': 45887231.53862728, 'Avalanche': 1734763288.3552132, 'Avalanche-pool2': 45887231.53862728, 'borrowed': 2519026268.2699594, 'Avalanche-borrowed': 2519026268.2699594}",0.007643114242640081,2.017143164062759,14.486773312950831,,1113114300.0,177101064.0,45887231.53862728,,,,
24,494,JustLend,tron:TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,JST,https://justlend.just.network,JustLend is a TRON-powered coin market protocol aimed at establishing fund pools whose interest rates are determined by an algorithm based on the supply and demand of TRON assets.,Tron,https://icons.llama.fi/justlend.png,0,,,,Lending,['Tron'],justlend.js,DeFi_JUST,,,justlend,1726298077.417692,"{'pool2': 0, 'Tron': 1726298077.417692, 'Tron-pool2': 0}",0.29534761726553427,1.1381761867212106,0.3768404911540699,,,,0.0,,,,
25,214,Raydium,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,https://raydium.io,An on-chain order book AMM powering the evolution of DeFi.,Solana,https://icons.llama.fi/raydium.jpg,0,,raydium,8526,Dexes,['Solana'],raydium.js,RaydiumProtocol,,,raydium,1647483593.4789116,{'Solana': 1647483593.4789116},0.08990451485652784,2.4295863245340996,3.942338861892594,,4064733239.0,575108333.0,,,,,
26,690,SUNSwap,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,https://sunswap.com/#/home,SUNSwap is a TRON-based decentralized trading protocol for automated liquidity provision and an open financial market accessible to all.,Tron,https://icons.llama.fi/sunswap.jpg,2,,just,1116,Dexes,['Tron'],justSwap/index.js,DeFi_JUST,['https://justswap.io/docs/audit-report_cn.pdf'],,sunswap,1643773865.089734,{'Tron': 1643773865.089734},0.39458637902814075,2.054179419423747,-8.260671200733555,,561363422.0,413958743.0,,,1634757407.0,,
27,178,DefiChain,-,DFI,https://defichain.com/,"A blockchain dedicated to fast, intelligent and transparent financial services, accessible by everyone.",DefiChain,https://icons.llama.fi/defichain.jpg,2,,defichain,5804,Dexes,['DefiChain'],defichain.js,defichain,['https://defichain.com/security/'],,defichain,1580741842.1839733,{'DefiChain': 1580741842.1839733},0.5356165651091658,1.4723078475486204,-8.627356669555638,,,0.0,,,,,
28,204,Alchemix,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,ALCX,https://alchemix.fi/,"Alchemix is a DeFi protocol that allows for the creation of synthetic tokens that represent the future yield of a deposit. It enables users to retrieve near instant tokenized value against temporary* deposits of stablecoins.
",Ethereum,https://icons.llama.fi/alchemix.jpg,2,,alchemix,8613,Yield,['Ethereum'],alchemix.js,AlchemixFi,['https://alchemix.fi/a208baf6ca7e0d6b0116461f05e27cd9.pdf'],['Chainlink'],alchemix,1534810103.2308457,{'Ethereum': 1534810103.2308457},0.09402346306799814,-0.27449463963421294,2.186443183017687,,461757260.0,173614937.0,,,,,
29,694,JustCryptos,tron:TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,JST,https://just.network/token,"Just Cryptos builds a bridge that connects premium crypto currencies from the TRON network and other public chains, and introduces token value to TRON to power the JUST ecosystem. All assets are stored, and can be swapped on Poloniex.",Tron,https://icons.llama.fi/justcryptos.png,0,,,,Bridge,['Tron'],justCryptos/index.js,DeFi_JUST,,,justcryptos,1528151230.0,{'Tron': 1528151230},0.26037989746983214,1.6912397783841442,2.703990418913321,,,,,,1634850489.0,,
30,484,Marinade Finance,solana:MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,MNDE,https://marinade.finance,The easiest way to stake Solana - liquid staking,Solana,https://icons.llama.fi/marinade-finance.png,2,,marinade-finance,,Staking,['Solana'],marinade.js,MarinadeFinance,"['https://marinade.finance/Neodyme.pdf', 'https://marinade.finance/AckeeBlockchain.pdf', 'https://marinade.finance/KudelskiSecurity.pdf']",,marinade-finance,1484170518.0717363,{'Solana': 1484170518.0717363},0.5072173200631767,3.8583616618088143,13.501463983789279,,1261518357.0,0.0,,,,,
31,145,Serum,,SRM,https://projectserum.com/,Serum is a decentralized exchange (DEX) and ecosystem that brings unprecedented speed and low transaction costs to decentralized finance.,Solana,https://icons.llama.fi/serum.jpg,,,serum,6187,Dexes,['Solana'],serum.js,ProjectSerum,,,serum,1464927121.037359,{'Solana': 1464927121.037359},-0.601915911848053,1.983956512370753,14.672490104616159,,36772631443.0,482165455.0,,,,,
32,691,JustStables,tron:TMwFHYXLJaRUPeW6421aqXL4ZEzPRFGkGT,USDJ,https://juststable.tronscan.org/#/login,"JustStable is a decentralized finance system of USDJ stablecoin for everyone, anywhere, anytime.",Tron,https://icons.llama.fi/juststables.png,2,,just-stablecoin,5446,Assets,['Tron'],juststable/index.js,DeFi_JUST,['https://just.tronscan.org/docs/audit-report-just_cn.pdf'],,juststables,1415222488.722725,{'Tron': 1415222488.722725},0.5431389686602444,2.522124400070254,-8.171972365048163,,,0.0,,,1634757569.0,,
33,334,MDEX,heco:0x25d2e80cb6b86881fd7e07dd263fb79f4abe033c,MDX,https://mdex.com/,AMM,Multi-Chain,https://icons.llama.fi/mdex.png,2,,mdex,8335,Dexes,"['Binance', 'Heco']",mdex/subgraphs.js,Mdextech,"['https://mdex.com/slowmist_bsc.pdf', 'https://mdex.com/fairyproof_bsc.pdf', 'https://mdex.com/certik_bsc.pdf']",,mdex,1411310871.8594954,"{'Binance': 820415265.3017122, 'Heco': 590895606.5577832}",,,,,,308536948.0,,,,,
34,115,Synthetix,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,https://synthetix.io,Synthetix is a derivatives liquidity protocol providing the backbone for derivatives trading in DeFi.,Multi-Chain,https://icons.llama.fi/synthetix.png,2,,havven,2586,Derivatives,"['Ethereum', 'Optimism']",synthetix/index.js,synthetix_io,['https://docs.synthetix.io/contracts/audits/'],['Chainlink'],synthetix,1392522890.337093,"{'Optimism': 151723178.761566, 'Ethereum': 1240799711.5755272}",0.021110876720470628,2.1836972933411545,5.3386742767802815,,1301650659.0,1063858429.0,,,,,
35,143,Flexa,0xff20817765cb7f73d4bde2e66e067e58d11095c2,AMP,https://amptoken.org/,Collateral for fast and efficient value transfer,Ethereum,https://icons.llama.fi/flexa.png_small,2,,amp-token,6945,,['Ethereum'],flexa.js,amptoken,"['https://consensys.net/diligence/audits/2020/06/amp', 'https://github.com/trailofbits/publications/blob/master/reviews/amp.pdf']",['Chainlink'],flexa,1368015391.3298612,{'Ethereum': 1368015391.3298612},0.23181408684691007,4.9454014226857765,0.3018828617615128,,4891074479.0,2366735335.0,,,,,
36,162,Bancor,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,BNT,https://app.bancor.network/,"Bancor is an on-chain liquidity protocol that enables automated, decentralized exchange on Ethereum and across blockchains.",Ethereum,https://icons.llama.fi/bancor.png,2,,bancor,1727,Dexes,['Ethereum'],bancor/index.js,Bancor,['https://docs.bancor.network/ethereum-contracts/security'],['Chainlink'],bancor,1313713668.454542,{'Ethereum': 1313713668.454542},0.47872101746963835,3.159297619028848,5.45598573851629,,785843466.0,785886792.0,,,,,
37,797,Katana,,-,https://katana.roninchain.com/#/swap,Katana a DEX For Ronin,Ronin,https://icons.llama.fi/katana.jpg,0,,,,Dexes,['Ronin'],katana-ronin.js,AxieInfinity,,,katana,1287052987.708009,{'Ronin': 1287052987.708009},0.23437539180063993,5.13576134226561,3.3026245413952893,,,,,,1636260169.0,,
38,1052,Astroport,,-,https://lockdrop.astroport.fi,A meta AMM. Built on Terra. $ASTRO tokens are NOT live yet,Terra,https://icons.llama.fi/astroport.jpg,0,,astroport,,Dexes,['Terra'],astroport/index.js,astroport_fi,,,astroport,1252008568.755971,{'Terra': 1252008568.755971},0.10659485049733064,9.50257358852727,,,,,,,1639915230.0,,
39,117,RenVM,0x408e41876cccdc0f92210600ef50372656052a38,REN,https://renproject.io/,"An open protocol providing access to inter-blockchain liquidity for all decentralized applications. Bring BTC, BCH and ZEC to your Ethereum app.",Multi-Chain,https://icons.llama.fi/renvm.png,2,,republic-protocol,2539,Assets,"['Ethereum', 'Solana', 'Polygon', 'Fantom', 'Arbitrum', 'Binance', 'Avalanche']",ren/index.js,renprotocol,['https://github.com/renproject/ren/wiki/Audits'],['Chainlink'],renvm,1225888530.7575274,"{'Avalanche': 6351812.118965612, 'Binance': 20507137.795116957, 'Ethereum': 978102883.4255886, 'Polygon': 38334996.81810227, 'Solana': 120576302.78326151, 'Arbitrum': 29929673.386278402, 'Fantom': 32085724.430214047}",-0.4266097852020323,6.4440044377636525,,,676689757.0,676689757.0,,,,,
40,425,Tranchess,bsc:0x20de22029ab63cf9A7Cf5fEB2b737Ca1eE4c82A6,CHESS,https://tranchess.com,Tranchess is a yield enhancing asset tracker with varied risk-return solutions,Binance,https://icons.llama.fi/tranchess.png,2,,tranchess,10974,Yield,['Binance'],tranchess/index.js,tranchess,"['https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Tranchess-v1.0.pdf', 'https://www.certik.org/projects/tranchess']",,tranchess,1159492438.01433,"{'Binance': 1159492438.01433, 'Binance-staking': 51332904.18526216, 'staking': 51332904.18526216}",0.37744216784385287,1.0765930204745189,2.6582743252221803,51332904.18526216,578405109.0,99515601.0,,,,,
41,831,VVS Finance,cronos:0x2D03bECE6747ADC00E1a131BBA1469C15fD11e03,VVS,https://vvs.finance,"VVS is designed to be the simplest DeFi platform for users to swap tokens, earn high yields, and most importantly have fun!",Cronos,https://icons.llama.fi/vvs-finance.jpg,2,,vvs-finance,,Dexes,['Cronos'],vvs-finance/index.js,VVS_finance,['https://docs.vvs.finance/fundamentals/smart-contracts-and-security'],,vvs-finance,1156967425.651834,{'Cronos': 1156967425.651834},0.17934485010783874,4.885479411526816,9.067443810250793,,5816343235.0,176113889.0,,['Uniswap'],1636736668.0,,
42,136,Rari Capital,0xD291E7a03283640FDc51b121aC401383A46cC623,RGT,https://rari.capital/,"Rari Capital aims to deliver the best yield to all users with various risk tolerances. Easy, sustainable and built for the future.",Ethereum,https://icons.llama.fi/rari-capital.jpg,2,,rari-governance-token,7486,Yield,['Ethereum'],rari/onchain.js,RariCapital,['https://www.notion.so/Rari-Capital-Audit-Quantstamp-December-2020-24a1d1df94894d6881ee190686f47bc7'],['Chainlink'],rari-capital,1133038982.6924963,"{'Ethereum': 1133038982.6924963, 'pool2': 17694749.39339108, 'Ethereum-borrowed': 214832683.51365077, 'borrowed': 214832683.51365077, 'Ethereum-pool2': 17694749.39339108}",-0.11749708963560579,5.247947718962024,13.405324189904547,,299567341.0,269742327.0,17694749.39339108,,,,
